,apparent_zenith,zenith,apparent_elevation,elevation,azimuth,equation_of_time,time,local_time,electricity,irradiance_direct,irradiance_diffuse,temperature,irradiance_global_horizontal,irradiance_direct_normal
0,151.78692654201234,151.78692654201234,-61.786926542012324,-61.786926542012324,359.12281943457697,-3.1874023945929366,2023-01-01 00:00,2023-01-01 00:00,0.0,0.0,0.0,10.986,0.0,-0.0
1,149.6244100730238,149.6244100730238,-59.624410073023796,-59.624410073023796,27.194501400175795,-3.207132056573755,2023-01-01 01:00,2023-01-01 01:00,0.0,0.0,0.0,10.717,0.0,-0.0
2,143.7353808082152,143.7353808082152,-53.735380808215226,-53.735380808215226,50.08686480332614,-3.226852411906293,2023-01-01 02:00,2023-01-01 02:00,0.0,0.0,0.0,10.543,0.0,-0.0
3,135.7028538606273,135.7028538606273,-45.7028538606273,-45.7028538606273,67.54394892903849,-3.246563425542263,2023-01-01 03:00,2023-01-01 03:00,0.0,0.0,0.0,10.458,0.0,-0.0
4,126.6691550186166,126.6691550186166,-36.66915501861661,-36.66915501861661,81.45754622919571,-3.2662650630954886,2023-01-01 04:00,2023-01-01 04:00,0.0,0.0,0.0,10.425,0.0,-0.0
5,117.30707425675178,117.30707425675178,-27.30707425675178,-27.30707425675178,93.43696503465571,-3.2859572902452783,2023-01-01 05:00,2023-01-01 05:00,0.0,0.0,0.0,10.422,0.0,-0.0
6,108.05011671206223,108.05011671206223,-18.050116712062238,-18.050116712062238,104.54237180904443,-3.3056400720815873,2023-01-01 06:00,2023-01-01 06:00,0.0,0.0,0.0,10.39,0.0,-0.0
7,99.24172010231074,99.24172010231074,-9.241720102310733,-9.241720102310733,115.48107285622177,-3.3253133744510706,2023-01-01 07:00,2023-01-01 07:00,0.0,0.0,0.0,10.373,0.0,-0.0
8,91.21331155755063,91.21331155755063,-1.2133115575506261,-1.2133115575506261,126.75621435978383,-3.3449771632731427,2023-01-01 08:00,2023-01-01 08:00,0.002,0.0,0.008,10.472,0.008,-0.0
9,84.17782034738737,84.32225804046956,5.822179652612639,5.677741959530437,138.72410450195605,-3.364631403790554,2023-01-01 09:00,2023-01-01 09:00,0.024,0.001,0.036,10.646,0.037,0.009857906572364626
10,78.87584783546497,78.95704187823915,11.124152164535037,11.042958121760842,151.57649538485208,-3.3842760620464105,2023-01-01 10:00,2023-01-01 10:00,0.046,0.002,0.057,10.803,0.059000000000000004,0.010366153351157951
11,75.43900700650799,75.5015425054955,14.560992993492006,14.498457494504503,165.2762258710968,-3.4039111041274737,2023-01-01 11:00,2023-01-01 11:00,0.046,0.001,0.058,10.832,0.059000000000000004,0.003977558886379154
12,74.1974119711828,74.2550475823486,15.802588028817201,15.7449524176514,179.51254789699806,-3.4235364955093246,2023-01-01 12:00,2023-01-01 12:00,0.041,0.001,0.053,10.782,0.054,0.0036721003866293993
13,75.27587119471058,75.33775341428962,14.724128805289425,14.662246585710376,193.76908689087196,-3.44315220239514,2023-01-01 13:00,2023-01-01 13:00,0.031,0.001,0.043,10.673,0.044,0.003934447931174976
